Key,en,es,ar
Details,Details,Detalles,تفاصيل
this screen?,this screen?,esta pantalla?,هذه الشاشة؟
The mail address field is required.,The mail address field is required.,Se requiere el campo de dirección de correo.,حقل عنوان البريد مطلوب.
Slider Section,Slider Section,Sección deslizante,قسم شريط التمرير
Add Slider,Add Slider,Agregar control deslizante,أضف شريط التمرير
Edit Slider,Edit Slider,Editar control deslizante,تحرير شريط التمرير
Edit Items,Edit Items,Editar elementos,تعديل البنود
Testimonial Section,Testimonial Section,Sección de testimonios,قسم الشهادة
Comment,Comment,Comentario,تعليق
Add Testimonial,Add Testimonial,Agregar testimonio,إضافة شهادة
Designation,Designation,Designación,تعيين
Ratings(Max 5),Ratings(Max 5),Calificaciones (máx 5),تقييمات (كحد أقصى 5)
Edit Testimonial,Edit Testimonial,Editar testimonio,تحرير شهادة
Edit Statistic,Edit Statistic,Editar estadística,تحرير الإحصاء
Phoho Gallery Section,Phoho Gallery Section,Sección de la Galería Phoho,قسم معرض Phoho
Add Image,Add Image,Añadir imagen,إضافة صورة
Message,Message,Mensaje,رسالة
Reply,Reply,Responder,رد
Created At,Created At,Creado en,أنشئت في
Home,Home,Hogar,بيت
Find,Find,Encontrar,يجد
About,About,Acerca de,عن
Blog,Blog,Blog,مدونة
Step,Step,Paso,خطوة
Get Service,Get Service,Obtener servicio,احصل على خدمة
Follow us,Follow us,Síganos,تابعنا
Quick Contact,Quick Contact,Contacto rápido,اتصال سريع
Copyright,Copyright,Derechos de autor,حقوق النشر
All Right Reserved,All Right Reserved,Todos los derechos reservados,جميع الحقوق محفوظة
Join Now,Join Now,Únete ahora,نضم الان
Menus,Menus,Menús,قوائم
Email Address,Email Address,Dirección de correo electrónico,عنوان البريد الإلكتروني
Subscribe,Subscribe,Suscribir,يشترك
is Proudly Powered by AppDevs,is Proudly Powered by AppDevs,está alimentado con orgullo por Appdevs,مدعوم من AppDevs بفخر
Name,Name,Nombre,اسم
Email,Email,Correo electrónico,بريد إلكتروني
Send Message,Send Message,Enviar mensaje,أرسل رسالة
Enter Name,Enter Name,Ingrese su nombre,أدخل الاسم
Enter Email,Enter Email,Ingrese correo electrónico,أدخل البريد الإلكتروني
Write Here,Write Here,Escribe aquí,اكتب هنا
Contact Request successfully send!,Contact Request successfully send!,¡Contacto Solicitud de contacto con éxito!,طلب الاتصال بنجاح إرسال!
Subscription successful!,Subscription successful!,Suscripción exitosa!,اشتراك ناجح!
Language Switch to English,Language Switch to English,El idioma cambia al inglés,تحول اللغة إلى اللغة الإنجليزية
Language Switch to Spanish,Language Switch to Spanish,El idioma cambia al español,تحول اللغة إلى الإسبانية
Language Switch to Arabic,Language Switch to Arabic,El idioma cambia al árabe,تحول اللغة إلى اللغة العربية
Enter Password,Enter Password,Introducir la contraseña,أدخل كلمة المرور
Forgot Password?,Forgot Password?,¿Has olvidado tu contraseña?,هل نسيت كلمة السر؟
Login Now,Login Now,Inicia sesión ahora,تسجيل الدخول الآن
Don't Have An Account?,Don't Have An Account?,¿No tienes una cuenta?,ليس لديك حساب؟
Register Now,Register Now,Regístrate ahora,سجل الان
By clicking Login you are agreeing with our,By clicking Login you are agreeing with our,"Al hacer clic en Iniciar sesión, está de acuerdo con nuestro",بالنقر فوق تسجيل الدخول ، فأنت توافق على
Terms of feature,Terms of feature,Términos de característica,شروط الميزة
First Name,First Name,Nombre de pila,الاسم الأول
Last Name,Last Name,Apellido,اسم العائلة
Password,Password,Contraseña,كلمة المرور
I have agreed with,I have agreed with,He estado de acuerdo con,لقد وافقت مع
Terms Of Use & Privacy Policy,Terms Of Use & Privacy Policy,Términos de uso y política de privacidad,شروط الاستخدام وسياسة الخصوصية
Please enter the code,Please enter the code,Ingrese el código,الرجاء إدخال الرمز
We sent a 6 digit code here,We sent a 6 digit code here,Enviamos un código de 6 dígitos aquí,أرسلنا رمزًا مكون من 6 أرقام هنا
You can resend the code after,You can resend the code after,Puede reenviar el código después,يمكنك إعادة تقديم الرمز بعد
Submit,Submit,Entregar,يُقدِّم
Back To,Back To,De regreso,ارجع الى
Login,Login,Acceso,تسجيل الدخول
Didn't get the code?,Didn't get the code?,¿No obtuvo el código?,لم تحصل على الرمز؟
Resend,Resend,Revender,إعادة إرسال
Mail Resend Success!,Mail Resend Success!,Correo de reiniciar el éxito!,البريد إعادة تقديم النجاح!
Please verify your mail address. Check your mail inbox to get verification code,Please verify your mail address. Check your mail inbox to get verification code,Verifique su dirección de correo. Verifique su bandeja de entrada de correo para obtener el código de verificación,يرجى التحقق من عنوان البريد الخاص بك. تحقق من صندوق البريد الخاص بك للحصول على رمز التحقق
Account successfully verified,Account successfully verified,Cuenta verificada con éxito,تم التحقق من الحساب بنجاح
Reset Your Forgotten Password?,Reset Your Forgotten Password?,Restablecer su contraseña olvidada?,أعد ضبط كلمة المرور المنسية؟
Take control of your account by resetting your password. Our password recovery page guides you through the necessary steps to securely reset your password.,Take control of your account by resetting your password. Our password recovery page guides you through the necessary steps to securely reset your password.,Tome el control de su cuenta restableciendo su contraseña. Nuestra página de recuperación de contraseña lo guía a través de los pasos necesarios para restablecer de forma segura su contraseña.,تحكم في حسابك عن طريق إعادة تعيين كلمة المرور الخاصة بك. توجهك صفحة استرداد كلمة المرور الخاصة بنا من خلال الخطوات اللازمة لإعادة تعيين كلمة المرور الخاصة بك بشكل آمن.
Send OTP,Send OTP,Enviar OTP,إرسال OTP
Verification code sent to your email address.,Verification code sent to your email address.,Código de verificación enviado a su dirección de correo electrónico.,تم إرسال رمز التحقق إلى عنوان بريدك الإلكتروني.
Password Reset,Password Reset,Restablecimiento de contraseña,إعادة تعيين كلمة المرور
Reset Your Password,Reset Your Password,Restablecer su contraseña,اعد ضبط كلمه السر
Enter New Password,Enter New Password,Ingrese nueva clave,أدخل كلمة مرور جديدة
Enter Confirm Password,Enter Confirm Password,Ingrese Confirmar contraseña,أدخل تأكيد كلمة المرور
Reset,Reset,Reiniciar,إعادة ضبط
Password reset success. Please login with new password.,Password reset success. Please login with new password.,El éxito de restablecimiento de contraseña. Inicie sesión con una nueva contraseña.,إعادة تعيين كلمة المرور النجاح. يرجى تسجيل الدخول بكلمة مرور جديدة.
Our Location,Our Location,nuestra ubicación,موقعنا
Call us on,Call us on,Llámenos,اتصل بنا
Email us directly,Email us directly,Envíenos un correo electrónico directamente,أرسلنا بالبريد الإلكتروني مباشرة
Already Have An Account?,Already Have An Account?,¿Ya tienes una cuenta?,هل لديك حساب؟
Home Page,Home Page,Página de inicio,الصفحة الرئيسية
Profile,Profile,Perfil,حساب تعريفي
My Profile,My Profile,Mi perfil,ملفي
Profile Settings,Profile Settings,Configuración de perfil,إعدادات الملف الشخصي
Delete Account,Delete Account,Borrar cuenta,حذف الحساب
Enter Address,Enter Address,Ingresa la direccion,أدخل العنوان
Enter City,Enter City,Entrar en la ciudad,أدخل المدينة
Enter State,Enter State,Ingrese el estado,إدخال الدولة
Enter ZipCode,Enter ZipCode,Ingresa tu código postal,أدخل الرمز البريدي
Change,Change,Cambiar,يتغير
My Booking,My Booking,Mi reserva,الحجز
Booking List,Booking List,Lista de reservas,قائمة الحجز
Are you sure to delete,Are you sure to delete,¿Estás seguro de eliminar?,هل انت متأكد من الحذف
your account,your account,su cuenta,الحساب الخاص بك
If you do not think you will use,If you do not think you will use,Si no crees que usarás,إذا كنت لا تعتقد أنك ستستخدم
"again and like your account deleted, we can take card of this for you. Keep in mind you will not be able to reactivate your account or retrieve any of the content or information you have added. If you would still like your account deleted, click “Delete Account”.?","again and like your account deleted, we can take card of this for you. Keep in mind you will not be able to reactivate your account or retrieve any of the content or information you have added. If you would still like your account deleted, click “Delete Account”.?","De nuevo y al igual que su cuenta eliminada, podemos tomar una tarjeta de esto para usted. Tenga en cuenta que no podrá reactivar su cuenta o recuperar ninguno de los contenidos o información que haya agregado. Si aún desea que su cuenta se elimine, haga clic en ""Eliminar cuenta"".","مرة أخرى ومثل حسابك المحذوفة ، يمكننا أخذ بطاقة من هذا لك. ضع في اعتبارك أنك لن تتمكن من إعادة تنشيط حسابك أو استرداد أي من المحتوى أو المعلومات التي أضفتها. إذا كنت لا تزال تحب حذف حسابك ، فانقر فوق ""حذف الحساب"".؟"
Enter Number,Enter Number,Ingresar número,أدخل رقم
Profile successfully updated!,Profile successfully updated!,Perfil actualizado con éxito!,تم تحديث الملف الشخصي بنجاح!
Password successfully updated,Password successfully updated,Contraseña actualizada correctamente,تم تحديث كلمة المرور بنجاح
The password must be at least 6 characters.,The password must be at least 6 characters.,La contraseña debe tener al menos 6 caracteres.,يجب أن تكون كلمة المرور 6 أحرف على الأقل.
Current password didn\'t match,Current password didn\'t match,La contraseña actual no coincidía,كلمة المرور الحالية لم تطابق
Something went wrong! Please try again,Something went wrong! Please try again,¡Algo salió mal! Inténtalo de nuevo,هناك خطأ ما! حاول مرة اخرى
The firstname field is required.,The firstname field is required.,Se requiere el campo Nombre FirstName.,حقل الاسم الأول مطلوب.
The lastname field is required.,The lastname field is required.,Se requiere el campo LastName.,مطلوب حقل الاسم الأخير.
The current password field is required.,The current password field is required.,Se requiere el campo de contraseña actual.,حقل كلمة المرور الحالي مطلوب.
The password field is required.,The password field is required.,Se requiere el campo de contraseña.,حقل كلمة المرور مطلوب.
The name field is required.,The name field is required.,Se requiere el campo de nombre.,حقل الاسم مطلوب.
The email field is required.,The email field is required.,Se requiere el campo de correo electrónico.,حقل البريد الإلكتروني مطلوب.
The message field is required.,The message field is required.,Se requiere el campo de mensaje.,حقل الرسالة مطلوب.
My History,My History,Mi historia,تاريخي
Parlour Address,Parlour Address,Dirección de la sala,عنوان صالون
Service Information,Service Information,Servicio de información,معلومات الخدمة
Schedule Information,Schedule Information,Programar información,جدولة المعلومات
MTCN Number,MTCN Number,Número de mtcn,رقم MTCN
Total Payable Price,Total Payable Price,Precio total de pago,إجمالي سعر الدفع
Logout,Logout,Cerrar sesión,تسجيل خروج
Help Center,Help Center,Centro de ayuda,مركز المساعدة
How can we help you?,How can we help you?,como podemos ayudarte?,كيف يمكننا مساعدتك؟
Get Support,Get Support,Obtener apoyo,احصل على الدعم
Support Tickets,Support Tickets,Boletos de apoyo,تذاكر الدعم الفني
Add New,Add New,Agregar nuevo,اضف جديد
Ticket ID,Ticket ID,Identificación de entradas,معرف التذاكر
User,User,Usuario,مستخدم
username,username,nombre de usuario,اسم المستخدم
Subject,Subject,Sujeto,موضوع
Status,Status,Estado,حالة
Last Reply,Last Reply,Última respuesta,الرد الأخير
No data found!,No data found!,¡Datos no encontrados!,لاتوجد بيانات!
Add New Ticket,Add New Ticket,Agregar nuevo boleto,أضف تذكرة جديدة
Optional,Optional,Opcional,خياري
Attachments,Attachments,Archivos adjuntos,المرفقات
The subject field is required.,The subject field is required.,Se requiere el campo de sujeto.,حقل الموضوع مطلوب.
The attachment field is required.,The attachment field is required.,Se requiere el campo de fijación.,حقل المرفق مطلوب.
Oops!! Failed to upload attachment. Please try again.,Oops!! Failed to upload attachment. Please try again.,¡¡Ups!! No se pudo cargar el archivo adjunto. Inténtalo de nuevo.,أُووبس!! فشل في تحميل المرفق. حاول مرة اخرى.
Support ticket created successfully!,Support ticket created successfully!,¡Ticket de apoyo creado con éxito!,تذكرة الدعم التي تم إنشاؤها بنجاح!
Conversation,Conversation,Conversación,محادثة
Support Details,Support Details,Detalles de soporte,تفاصيل الدعم
Description,Description,Descripción,وصف
"This ticket is solved, you can't send message right now.","This ticket is solved, you can't send message right now.","Este boleto está resuelto, no puede enviar un mensaje en este momento.",تم حل هذه التذكرة ، لا يمكنك إرسال رسالة الآن.
Support Ticket,Support Ticket,Boleto de apoyo,بطاقة الدعم
Enter Subject,Enter Subject,Entrar en el sujeto,أدخل الموضوع
Write something,Write something,Escribe algo,أكتب شيئا
Service Select,Service Select,Seleccione de servicio Seleccionar,اختر الخدمة
Select Date,Select Date,Seleccione fecha,حدد تاريخ
Select Time,Select Time,Tiempo de selección,حدد الوقت
Appointment Preview,Appointment Preview,Vista previa de la cita,معاينة الموعد
Amount,Amount,Cantidad,كمية
Select Payment Method,Select Payment Method,Seleccionar método de pago,اختار طريقة الدفع
Confirm Booking,Confirm Booking,Reserva confirmada,تأكيد الحجز
Checkout,Checkout,Verificar,الدفع
Service Type,Service Type,Tipo de servicio,نوع الخدمة
appLAppName,eSalon,esalon,esalon
appLAppVersion,1.0.0,1.0.0,1.0.0
appLSlogan,We care about you,Nos preocupamos por usted,نحن نهتم بك
appLSkip,Skip,Saltar,يتخطى
appLTimeNotAvailable,Selected time not available,Tiempo seleccionado no disponible,وقت محدد غير متوفر
appLSignUpSuccess,Sign Up Successful,Regístrese exitoso,الاشتراك بنجاح
appLSuccessPayment,Payment Successful,Pago exitoso,الدفع ناجح
appLMobile,Mobile,Móvil,متحرك
appLTime,Time,Tiempo,وقت
appLResetPasswordSuccess,Reset Password Successful,Restablecer contraseña exitosa,إعادة تعيين كلمة المرور الناجحة
appLTotalServicePrice,Total Service Price,Precio total de servicio,إجمالي سعر الخدمة
appLPaymentMethod,Payment Method,Método de pago,طريقة الدفع او السداد
appLPaymentInformation,Payment Information,Información del pago,معلومات الدفع
appLSerialNumber,Serial Number,Número de serie,رقم سري
appLScheduleInformation,Schedule Information,Programar información,جدولة المعلومات
appLContact,Contact,Contacto,اتصال
appLBookingDetails,Booking Details,Detalles de la reserva,تفاصيل الحجز
appLCurrentPassword,Current Password,Contraseña actual,كلمة السر الحالية
appLFind,Find,Encontrar,يجد
appLServiceName,Service Name,Nombre del Servicio,اسم الخدمة
appLServiceInformation,Service Information,Servicio de información,معلومات الخدمة
appLNoDataFound,No Data Found!,¡Datos no encontrados!,لاتوجد بيانات!
appLPaypal,Paypal,Paypal,PayPal
appLPayment,Payment,Pago,قسط
appLServiceType,Service Type,Tipo de servicio,نوع الخدمة
appLAppointmentPreview,Appointment Preview,Vista previa de la cita,معاينة الموعد
appLParlourDetails,Parlour Details,Detalles de la sala,تفاصيل صالون
appLServiceSelect,Service Select,Seleccione de servicio Seleccionar,SELECT SELECT
appLEmptyString,""" ""","""",""""" """
appLCancel,Cancel,Cancelar,يلغي
appLSelectPaymentMethod,Select Payment Method,Seleccionar método de pago,اختار طريقة الدفع
appLParlourName,Parlour Name,Nombre de la sala,اسم صالون
appLNext,Next,Próximo,التالي
appLExperience,Experience,Experiencia,خبرة
appLParlourAddress,Parlour Address,Dirección de la sala,عنوان صالون
appLMakeAppointment,Make Appointment,Concertar cita,حدد موعدا
appLSearch,Search,Buscar,يبحث
appLGetService,Get Service,Obtener servicio,احصل على خدمة
appLLogMessage,Do you want to Sign Out?,¿Quieres firmar?,هل تريد تسجيل الخروج؟
appLWelcomeTitle,Book an Appointment for Salon,Reserve una cita para el salón,حجز موعد للصالون
appLWelcomeSubTitle,Salons have a reputation for being a place where clients can go to get services done and be pampered in a peaceful environment.,Los salones tienen la reputación de ser un lugar donde los clientes puedan ir a realizar servicios y ser mimados en un entorno pacífico.,تتمتع الصالونات بسمعة طيبة لكونها مكانًا يمكن للعملاء الذهاب إليه لإنجاز الخدمات وأن يتم تدليلهم في بيئة سلمية.
appLSelectLanguage,Select Language,Seleccione el idioma,اختار اللغة
appLWelcomeTitleText,Welcome Back,Bienvenido de nuevo,مرحبًا بعودتك
appLWelcomeSubTitleText,Login to your account,Ingrese a su cuenta,تسجيل الدخول إلى حسابك
appLCustomerType,New to Salon?,¿Nuevo en Salon?,جديد على صالون؟
appLForgotPassword,Forgot Password?,¿Has olvidado tu contraseña?,هل نسيت كلمة السر؟
appLNewToeSalon,New to eSalon?,Nuevo en Esalon?,جديد على Esalon؟
appLForgotPasswordText,Forgot Password,Has olvidado tu contraseña,هل نسيت كلمة السر
appLContinueText,Continue,Continuar,يكمل
appLForgotPasswordTitle,Please Enter Your Email Address or Phone Number to Reset Your Password,Ingrese su dirección de correo electrónico o número de teléfono para restablecer su contraseña,الرجاء إدخال عنوان بريدك الإلكتروني أو رقم الهاتف لإعادة تعيين كلمة المرور الخاصة بك
appLDidNotGetCode,Didnt get any code?,¿No obtuvo ningún código?,لم تحصل على أي رمز؟
appLIdentityVerification,"Your identity has been verified, Set your new Password","Su identidad ha sido verificada, configure su nueva contraseña",تم التحقق من هويتك ، وضبط كلمة المرور الجديدة الخاصة بك
appLConfirmNewPassword,Confirm New Password,Confirmar nueva contraseña,تأكيد كلمة المرور الجديدة
appLSignUpSubTitle,Create your account to use eSalon,Crea tu cuenta para usar Esalon,إنشاء حسابك لاستخدام esalon
appLAgreeToPrivacyPolicyText,By countenancing Sign up you agree to the following terms & conditions without reservation,"Mediante el registro de contador, usted acepta los siguientes Términos y Condiciones sin reserva",من خلال حساب الاشتراك ، توافق على الشروط والأحكام التالية دون الحجز
appLAlreadyHaveAccount,Already have an account?,¿Ya tienes una cuenta?,هل لديك حساب؟
appLSchedule,Schedule,Cronograma,جدول
appLParlourList,Parlour List,Lista de salones,قائمة صالون
appLHomeAppbarWelcomeText,Welcome to your personal stylist,Bienvenido a su estilista personal,مرحبًا بك في مصممك الشخصي
appLSpecializationField,Haircut Specialist,Especialista en cabello,أخصائي حلاقة الشعر
appLCategories,Categories,Categorías,فئات
appLPrice,Price,Precio,سعر
appLSpecialistType,Specialist Type,Tipo especialista,نوع متخصص
appLApplyFilter,Apply Filter,Aplicar filtro,تطبيق المرشح
appLDiscountPercentage,20%,20%,20 ٪
appLHairTreatment,Hair Treatment,Tratamiento capilar,علاج الشعر
appLExplore,Explore,Explorar,يستكشف
appLPopularExpert,Popular Experts,Expertos populares,الخبراء المشهورين
appLSeeAll,See All,Ver todo,اظهار الكل
appLEditProfile,Edit Profile,Editar perfil,تعديل الملف الشخصي
appLHaircutSpecialist,Haircut Specialist,Especialista en cabello,أخصائي حلاقة الشعر
appLBasicInfo,Basic Info,Información básica,معلومات أساسية
appLReviews,reviews,reseñas,المراجعات
appLLocation,Location,Ubicación,موقع
appLCustomerReview,Customer Review,Revisión del cliente,رأي العميل
appLCustomerName,Brionzen,Brionzen,بريونزين
appLScheduleBook,Schedule Book,Libro de horario,كتاب الجدول الزمني
appLType,Type,Tipo,يكتب
appLSelectSpecialist,Select Specialist,Seleccionar especialista,حدد متخصص
appLSelectDate,Select Date,Seleccione fecha,حدد تاريخ
appLAvailableSlot,Available Slot,Espacio disponible,فتحة متوفرة
appLBookAppointment,Book Appointment,Reservar una cita,موعد الكتاب
appLDate,05 March 2022,05 de marzo de 2022,05 مارس 2022
appLHistoryTwo,History,Historia,تاريخ
appLScheduled,Scheduled,Programado,المقرر
appLAppointmentAt,Appointment At,Cita con,موعد في
appLSkincareType,Skincare,Protección de la piel,العناية بالبشرة
appLSkincareDetails,Skincare  Details is here,Los detalles del cuidado de la piel están aquí,تفاصيل العناية بالبشرة هنا
appLSpecialist,Specialist,Especialista,متخصص
appLProfessional,Professional,Profesional,احترافي
appLBookScheduleNow,Book Schedule Now,Horario de libros ahora,جدول الكتاب الآن
appLTermsAndPoliciesText,"Crafting a compelling job description is essential to helping you attract the most qualified candites for your job. With more than 25 million jobs listed Indeed, a great job description can help your jobs stand out from a rest. Your job descriptions are where you start your company and you job to your future hire.","La elaboración de una descripción de trabajo convincente es esencial para ayudarlo a atraer los candites más calificados para su trabajo. Con más de 25 millones de empleos enumerados, una gran descripción del trabajo puede ayudar a que sus trabajos se destaquen de un descanso. Sus descripciones de trabajo son donde comienza su empresa y su trabajo para su futuro contratación.",يعد صياغة الوصف الوظيفي المقنع أمرًا ضروريًا لمساعدتك في جذب أكثر المبيضات المؤهلة لعملك. مع إدراج أكثر من 25 مليون وظيفة مدرجة بالفعل ، يمكن أن يساعد وصف وظائفك الرائع وظائفك على التبرز من الراحة. توصيف وظيفتك هي المكان الذي تبدأ فيه شركتك وتعمل على توظيف مستقبلك.
appLCopyRight,CopyRight © 2021 eSalon,Copyright © 2021 Esalon,حقوق الطبع والنشر © 2021 Esalon
appLMessage,Message,Mensaje,رسالة
appLSubmitNow,Submit Now,Aplique ahora,أرسل الآن
appLPleaseFillOutTheField,Please Fill Out The Field,Por favor complete el campo,يرجى ملء الحقل
appLSignIn,Sign In,Iniciar sesión,تسجيل الدخول
appLSaveChanges,Save Changes,Guardar cambios,حفظ التغييرات
appLCategoriesAndPrice,Categories & Price,Categorías y precio,الفئات والسعر
appLSignUp,Sign Up,Inscribirse,اشتراك
appLUserNameOrEmailAddress,Username Or Email Address,Nombre de usuario o dirección de correo electrónico,اسم المستخدم أو البريد الالكتروني
appLPassword,Password,Contraseña,كلمة المرور
appLForgetPassword,Forget Password,Contraseña olvidada,ننسى كلمة المرور
appLGetStarted,Get Started,Empezar,البدء
appLEmailAddress,Email Address,Dirección de correo electrónico,عنوان البريد الإلكتروني
appLEnterTheOTPCodeSendTo,Enter the code sent to your email,Ingrese el código enviado a su correo electrónico,أدخل الرمز المرسلة إلى بريدك الإلكتروني
appLVerifiedCode,Verified Code,Código verificado,رمز التحقق
appLSubmit,Submit,Entregar,يُقدِّم
appLOTPVerification,OTP Verification,Verificación OTP,التحقق من OTP
appLEmailVerification,Email Verification,verificacion de email,تأكيد بواسطة البريد الالكتروني
appLResend,Resend,Revender,إعادة إرسال
appLNewPassword,New Password,Nueva contraseña,كلمة المرور الجديدة
appLConfirmPassword,Confirm Password,confirmar Contraseña,تأكيد كلمة المرور
appLEnter,Enter,Ingresar,يدخل
appLResetPassword,Reset Password,Restablecer la contraseña,إعادة تعيين كلمة المرور
appLCongratulation,Congratulations,Felicidades,تهانينا
appLCreateAccount,Create an Account,Crea una cuenta,إنشاء حساب
appLFirstName,First Name,Nombre de pila,الاسم الأول
appLLastName,Last Name,Apellido,اسم العائلة
appLBio,Bio,Biografía,السيرة الذاتية
appLOkay,Okay,Bueno,تمام
appLTransfer,TRANSFER,TRANSFERIR,تحويل
appLHome,Home,Hogar,بيت
appLProfile,Profile,Perfil,حساب تعريفي
appLAddMoney,Add Money,Agregar dinero,إضافة المال
appLMoneyOut,Money Out,Apagarse,لم يبقى اي من المال
appLExchange,Exchange,Intercambio,تبادل
appLRequest,Request,Pedido,طلب
appLRecentTransaction,Recent Transaction,Transacción reciente,المعاملة الأخيرة
appLNotification,Notification,Notificación,إشعار
appLMyInvoice,My Invoice,Mi factura,فاتورتي
appLMyVoucher,My Voucher,Mi cupón,قسيم
appLTransactionLog,Transaction Log,Registro de transacciones,سجل المعاملات
appLTwoFASecurity,2FA Security,2FA SEGURIDAD,2FA الأمن
appLChangePassword,Change Password,Cambiar la contraseña,تغيير كلمة المرور
appLHelpCenter,Help Center,Centro de ayuda,مركز المساعدة
appLPrivacyAndPolicy,Privacy & Policy,Política de privacidad,سياسة الخصوصية
appLAboutUs,About Us,Sobre nosotros,معلومات عنا
appLSignOut,Sign Out,Desconectar,خروج
appLAmount,Amount,Cantidad,كمية
appLPreviewScreen,Preview Screen,Pantalla previa,شاشة المعاينة
appLExchangeRate,Exchange Rate,Tipo de cambio,سعر الصرف
appLTotalFeesAndCharges,Total Fees & Charges,Tarifas y cargos totales,إجمالي الرسوم والرسوم
appLWillGet,Will Get,Obtendrá,سوف تحصل
appLTotalPayableAmount,Total Payable Ammount,Ammount total por pagar,إجمالي Ammount المستحق
appLConfirm,Confirm,Confirmar,يتأكد
appLMoneyExchange,Money Exchange,Cambio de dinero,حوالة نقدية
appLFrom,From,De,من
appLTo,To,A,ل
appLRequestMoney,Request Money,Pedir dinero,طلب المال
appLRemarks,Remarks,Observaciones,ملاحظات
appLOptional,Optional,Opcional,خياري
appLShareRequestMoney,Share Request Money,Solicitar dinero para compartir dinero,مشاركة طلب المال
appLShare,Share,Compartir,يشارك
appLMoneyTransfer,Money Transfer,Transferencia de dinero,تحويل المال
appLAvailableBalance,Available Balance,Saldo disponible,الرصيد المتوفر
appLReceiver,Receiver,Receptor,المتلقي
appLProfileLabel,Profile,Perfil,حساب تعريفي
appLFullName,Full Name,Nombre completo,الاسم الكامل
appLCountry,Country,País,دولة
appLMobileNumber,Mobile Number,Número de teléfono móvil,رقم الهاتف المحمول
appLState,State,Estado,ولاية
appLCity,City,Ciudad,مدينة
appLZipCode,Zip Code,Código postal,الرمز البريدي
appLAddress,Address,DIRECCIÓN,عنوان
appLUpdate,Update,Actualizar,تحديث
appLPaid,Paid,Pagado,مدفوع
appLSent,Sent,Enviado,مرسل
appLUnPaid,UnPaid,No pagado,غير مدفوع الأجر
appLInvoiceNumber,Invoice Number,Número de factura,رقم الفاتورة
appLInvoiceDate,Invoice Date,Fecha de la factura,تاريخ الفاتورة
appLCurrency,Currency,Divisa,عملة
appLPickGoods,Pick Goods,Seleccionar artículos,اختر البضائع
appLTrickGoods,Trick Goods,Artículos de truco,خدعة البضائع
appLTotalBill,Total Bill,Cuenta total,إجمالي الفاتورة
appLCreateInvoice,Create Invoice,Crear factura,إنشاء فاتورة
appLInvoiceTo,Invoice To,Factura,فاتورة إلى
appLBillingAddress,Billing Address,Dirección de Envio,عنوان وصول الفواتير
appLNotes,Notes,Notas,ملحوظات
appLItemDetails,Item Details,detalles del artículo,تفاصيل العنصر
appLClientName,Client Name,nombre del cliente,اسم العميل
appLAddNew,Add New,Agregar nuevo,اضف جديد
appLItemName,Item Name,Nombre del árticulo,اسم العنصر
appLVoucher,Voucher,Vale,فاتورة
appLRedeem,Redeem,Canjear,يسترد
appLUsed,Used,Usado,مستخدم
appLNotUsed,Not Used,No utilizado,غير مستعمل
appLName,Name,Nombre,اسم
appLEmail,Email,Correo electrónico,بريد إلكتروني
appLPhone,Phone,Teléfono,هاتف
appLFeesAndCharge,Fees & Charge,Tarifas y cargo,الرسوم والشحن
appLStatus,Status,Estado,حالة
appLCode,Code,Código,شفرة
appLCreateVoucher,Create Voucher,Crear cupón,إنشاء قسيمة
appLConfirmRedeem,Confirm Redeem,Confirmar redimir,تأكيد الاسترداد
appLRedeemCode,Redeem Code,Canjear código,استرداد رمز
appLAddMoneyLog,Add Money Log,Agregar registro de dinero,أضف سجل الأموال
appLMoneyOutLog,Money Out Log,Money Out Log,سجل الأموال
appLExchangeLog,Exchange Log,Registro de intercambio,سجل التبادل
appLRequestLog,Request Log,Registro de solicitud,طلب سجل
appLBackToHome,Back To Home,De vuelta a casa,العودة إلى المنزل
appLEnable2faSecurity,Enable 2FA Security,Habilitar la seguridad de 2FA,تمكين 2FA الأمن
appLSendVerificationCode,Send Verification Code,Envíe el código de verificación,إرسال رمز التحقق
appLOldPassword,Old Password,Contraseña anterior,كلمة المرور القديمة
appLIndividual,Individual,Individual,فردي
appLBusiness,Business,Negocio,عمل
appLMiddleName,Middle Name,Segundo nombre,الاسم الأوسط
appLUserName,Username,Nombre de usuario,اسم المستخدم
appLPostalCode,Postal Code,Código Postal,رمز بريدي
appLCompanyName,Company Name,nombre de empresa,اسم الشركة
appLGender,Gender,Género,جنس
appLDateOfBirth,Date of Birth,Fecha de nacimiento,تاريخ الميلاد
appLNationality,Nationality,Nacionalidad,جنسية
appLMyReceipt,My Receipt,Mi recibo,إيصالي
appLTotalExchangedAmount,Total Exchanged Amount,Cantidad total intercambiada,إجمالي المبلغ المتبادل
appLConvertedAmount,Converted Amount,Cantidad convertida,المبلغ المحول
appLRequestedAmount,Requested Amount,Monto requerido,الكمية المطلوبة
appLContactUs,Contact Us,Contáctenos,اتصل بنا
appLTermsAndPolicies,Terms & Policies,Política de condiciones,سياسات الشروط
appLShareApp,Share App,Compartir aplicación,شارك التطبيق
appLRating,Rating,Clasificación,تقييم
appLPhoneNumber,Phone number,Número de teléfono,رقم التليفون
appLFromGallery,From Gallery,De la galería,من المعرض
appLFromCamera,From Camera,De la cámara,من الكاميرا
Parlour Details,Parlour Details,Detalles de la sala,تفاصيل صالون
Make Appointment,Make Appointment,Concertar cita,حدد موعدا
Admin Roles,Admin Roles,Roles de administración,أدوار المشرف
